Registro,Nome,Apresentacao,TipoDeProduto,RegimeDePreco,RestricaoHospitalar,Comercializacao2022,IdPF,IdPMC,IdFI,IdTarja
1211004140021,MOTRIN,600 MG COM REV CT BL AL PLAS TRANS X 30,Novo,Regulado,Não,Não,11124,9110,M1A1,1
1211004140031,MOTRIN,600 MG COM REV CT FR PLAS OPC X 30,Novo,Regulado,Não,Não,11124,9110,M1A1,1
1211004140048,MOTRIN,600 MG COM REV CT FR PLAS OPC X 50,Novo,Regulado,Não,Não,11125,9111,M1A1,1
1235200940059,DICLOFENACO SODICO,100 MG COM LIB PROL CT BL AL PLAS TRANS X 10,Genérico,Regulado,Não,Sim,11409,9354,M1A1,1
1235201000025,ACECLOFENACO,100 MG COM REV CT STR AL X 12,Genérico,Regulado,Não,Sim,11410,9355,M1A1,1
1235201000033,ACECLOFENACO,100 MG COM REV CT STR AL X 24,Genérico,Regulado,Não,Sim,11411,9356,M1A1,1
1542302270054,IBUPROFENO,600 MG COM REV CT BL AL PLAS TRANS X 20,Genérico,Regulado,Não,Sim,11564,9490,M1A1,1
1256801610056,IBUPROFENO,600 MG COM REV CT BL AL PLAS TRANS X 280 (EMB FRAC),Genérico,Regulado,Não,Sim,11789,9629,M1A1,1
1256801610080,IBUPROFENO,600 MG COM REV CT BL AL PLAS TRANS X 30,Genérico,Regulado,Não,Sim,11790,9630,M1A1,1
1256802650043,NIMESULIDA,100 MG COM CT BL AL PLAS PVDC 40 TRANS X 30,Genérico,Regulado,Não,Não,11957,9745,M1A1,1
1256802650051,NIMESULIDA,100 MG COM CT BL AL PLAS PVDC 40 TRANS X 150 (EMB FRAC),Genérico,Regulado,Não,Não,11958,9746,M1A1,1
1256802650078,NIMESULIDA,100 MG COM CT BL AL PLAS PVDC 40 TRANS X 360 (EMB FRAC),Genérico,Regulado,Não,Não,11959,9747,M1A1,1
1256802650086,NIMESULIDA,100 MG COM CT BL AL PLAS PVDC 40 TRANS X 480 (EMB FRAC),Genérico,Regulado,Não,Não,11960,9748,M1A1,1
1256803050015,MELOXICAM,15 MG COM CT BL AL PLAS PVC TRANS X 10,Genérico,Regulado,Não,Sim,12175,9884,M1A1,1
1256803050090,MELOXICAM,15 MG COM CT BL AL PLAS PVC TRANS X 500,Genérico,Regulado,Não,Sim,12176,9885,M1A1,1
1376401190018,INDOCID,25 MG CAP DURA CT BL AL PLAS TRANS X 30 ,Novo,Regulado,Não,Sim,12187,9897,M1A1,1
1558401360376,IBUFRAN,600 MG CAP MOLE CT BL AL PLAS TRANS X 20,Similar,Regulado,Não,Não,12187,9897,M1A1,1
1677305150024,DICLOFENACO SÓDICO,100MG COM REV LIB PROL CT BL AL PLAS INC X 20,Genérico,Regulado,Não,Não,12223,9923,M1A1,1
1267502290012,NIMESULIDA,100 MG COM CT BL AL PLAS INC X 12,Genérico,Regulado,Não,Sim,12268,9968,M1A1,1
1832603600039,PROFENID,200 MG COM REV LIB RETARD CT BL AL PLAS TRANS X 10,Novo,Regulado,Não,Não,12302,10005,M1A1,1
1832603600144,PROFENID,200 MG COM REV LIB RETARD CT BL AL/AL X 10,Novo,Regulado,Não,Sim,12302,10005,M1A1,1
1267503560013,NIFLAG,50 MG/ML SUS OR CT FR GOT PLAS OPC X 15 ML,Similar,Regulado,Não,Não,12380,10087,M1A1,1
1564900120049,ACECLOFENACO,100 MG COM REV CT BL AL AL X 24,Genérico,Regulado,Não,Não,12452,10162,M1A1,1
1351700610048,IBUPROFENO,600 MG CAP GEL MOLE CT BL PVC/PVDC/AL X 30,Genérico,Regulado,Não,Não,12781,10480,M1A1,1
1564900120030,ACECLOFENACO,100 MG COM REV CT BL AL AL X 12,Genérico,Regulado,Não,Não,12835,10529,M1A1,1
1677305630018,FLAMADOR,50 MG CAP DURA CT BL AL PLAS TRANS X 24 ,Similar,Regulado,Não,Sim,12835,10529,M1A1,1
1410700320022,ARTRITEC,15 MG COM CT BL AL PLAS TRANS X 10,Similar,Regulado,Não,Sim,13228,10806,M1A1,1
1410700430057,FARMOXICAM,20 MG CAP DURA CT  BL AL PLAS TRANS X 10,Similar,Regulado,Não,Não,13236,10809,M1A1,1
1410706330021,MELOXICAM,15 MG COM CT BL AL PLAS TRANS X 10,Genérico,Regulado,Não,Sim,13253,10822,M1A1,1
1410706330011,MELOXICAM,"7,5 MG COM CT  BL AL PLAS TRANS X 10",Genérico,Regulado,Não,Sim,13298,10861,M1A1,1
1427700240015,DFLAM TM,25 MG/ML SOL INJ CX 10 AMP VD INC X 3 ML ,Similar,Regulado,Não,Não,13308,10866,M1A1,1
1438101720015,DICLOFENACO SÓDICO,50 MG COM REV CT BL AL PLAS TRANS X 20,Genérico,Regulado,Não,Não,13380,10936,M1A1,1
1438102080028,MELOXICAM,15 MG COM CT BL AL PLAS PVC TRANS X 10,Genérico,Regulado,Não,Sim,13406,10960,M1A1,1
1438102270013,PROBENXIL,50 MG COM REV CT BL AL PLAS TRANS X 20,Similar,Regulado,Não,Sim,13419,10973,M1A1,1
1540000370025,REUMALIV,350 MG CAP DURA CT FR PLAS OPC X 45,Fitoterápico,Liberado,Não,Sim,13863,11287,M1A1,1
1542300220051,SODIX,50 MG COM REV LIB RETARD CT  BL AL PLAS PVC TRANS X 500  ,Similar,Regulado,Não,Sim,13888,11307,M1A1,1
1558403720043,NEOTAREN,50 MG COM REV LIB RETARD CT BL AL PLAS TRANS X 20,Similar,Regulado,Não,Sim,13928,11336,M1A1,1
1558400930039,PIROXICAM,20 MG CAP DURA CT BL AL PLAS TRANS X 10,Genérico,Regulado,Não,Sim,14536,11695,M1A1,1
1558403210037,NEOSULIDA,100 MG COM CT BL AL PLAS TRANS X 12,Similar,Regulado,Não,Sim,14539,11698,M1A1,1
1558401360384,IBUFRAN,600 MG CAP MOLE CT BL AL PLAS TRANS X 30,Similar,Regulado,Não,Não,14549,11709,M1A1,1
1558401610021,NAPROXENO SÓDICO,550 MG COM REV CT BL AL PLAS TRANS X 20,Genérico,Liberado,Não,Sim,14560,11721,M1A1,1
1558403680033,LOXAM,15 MG COM CT BL AL PLAS TRANS X 10,Similar,Regulado,Não,Sim,14632,11788,M1A1,1
1832603600063,PROFENID,20 MG/ML SOL OR CT FR CGT VD AMB X 20 ML,Novo,Regulado,Não,Sim,14666,11821,M1A1,1
1832603600136,PROFENID,20 MG/ML SOL OR CT BG PLAS OPC GOT X 20 ML ,Novo,Regulado,Não,Sim,14666,11821,M1A1,1
1565100640011,ACECLOFENACO,100 MG COM CT BL AL/AL X 12,Genérico,Regulado,Não,Sim,14843,11979,M1A1,1
1677300650101,ACECLO-GRAN,100 MG COM REV CT BL AL AL X 12,Similar,Regulado,Não,Sim,15009,12096,M1A1,1
1677306160023,BENEVRAN,50 MG COM REV CT BL AL PLAS TRANS X 20,Similar,Regulado,Não,Sim,15027,12115,M1A1,1
1677304550010,MELOXICAM,"7,5 MG COM CT BL AL PLAS OPC X 10 ",Genérico,Regulado,Não,Sim,15069,12158,M1A1,1
1677305220073,MELOXIGRAN,15 MG COM CT BL AL PLAS OPC X 10 ,Similar,Regulado,Não,Sim,15085,12174,M1A1,1
1677305730111,ETODOLACO,400 MG COM REV CT BL AL PLAS OPC X 20,Genérico,Regulado,Não,Não,15096,12185,M1A1,1
1677306170010,BENEVRAN,15 MG/ML SUS OR CT FR PLAS OPC GOT X 10 ML,Similar,Regulado,Não,Não,15131,12220,M1A1,1
1677306170029,BENEVRAN,15 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML ,Similar,Regulado,Não,Não,15132,12221,M1A1,1
1781708070198,ALIVIUM,600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 10 ,Novo,Regulado,Não,Sim,15524,12577,M1A1,1
1832601000034,ACIDO MEFENAMICO,500 MG COM CT BL AL PLAS AMB X 24,Genérico,Regulado,Não,Sim,15706,12748,M1A1,1
1832603600047,PROFENID,100 MG PO LIOF SOL INJ CX 50 FA VD TRANS,Novo,Regulado,Não,Sim,15883,12926,M1A1,1
1832603600055,PROFENID,50 MG/ML SOL INJ IM CX 6 AMP VD AMB X 2 ML,Novo,Regulado,Não,Sim,15884,12927,M1A1,1
1832603600101,PROFENID,100 MG SUP RETAL CT STR AL/AL X 10,Novo,Regulado,Não,Sim,15885,12928,M1A1,1
1832603610018,PROFENID PROTECT,200 MG + 20 MG CAP DURA LIB PROL CT FR PLAS OPC BRANCO X 10 ,Novo,Regulado,Não,Sim,15886,12929,M1A1,1
1832604520098,CETOPROFENO,150 MG COM LIB PROL CT BL AL PLAS TRANS X 10,Genérico,Regulado,Não,Sim,15955,12995,M1A1,1
1883000400024,MYZILDREM,100 MG COM CT BL AL PLAS TRANS X 60 (EMB FRAC),Genérico,Regulado,Não,Não,16107,13120,M1A1,1
1883000400032,MYZILDREM,100 MG COM CT BL AL PLAS TRANS X 90 (EMB FRAC),Genérico,Regulado,Não,Não,16108,13121,M1A1,1
1883000400040,MYZILDREM,100 MG COM CT BL AL PLAS TRANS X 120 (EMB FRAC),Genérico,Regulado,Não,Não,16109,13122,M1A1,1
1883000590011,TILATIL,20 MG COM REV CT BL AL PLAS TRANS X 10,Novo,Regulado,Não,Sim,16158,13139,M1A1,1
1004307220018,CETOPROFENO,100 MG PO LIOF SOL INJ IV CT 50 FA VD TRANS,Genérico,Regulado,Sim,Sim,732,72,M1A1,1
1163701040017,DICLOFENACO SÓDICO,25 MG/ML SOL INJ CX 5 AMP VD TRANS X 3 ML,Genérico,Regulado,Sim,Não,1230,72,M1A1,1
1006800600074,VOLTAREN,25 MG/ML SOL INJ CT 50 AMP VD TRANS X 3 ML,Novo,Regulado,Sim,Sim,1890,72,M1A1,1
1039201550041,BUTACID,200 MG COM REV CX BL AL PLAS TRANS X 200,Similar,Regulado,Sim,Sim,2380,72,M1A1,1
1038700520018,DICLOFENACO SÓDICO,25 MG/ML SOL INJ CX 100 AMP VD INC X 3 ML,Genérico,Regulado,Sim,Sim,4196,72,M1A1,1
1031101420019,DICLOFENACO SÓDICO,25 MG / ML SOL INJ IM CX 100 AMP VD AMB X 3 ML (EMB HOSP),Genérico,Regulado,Sim,Não,5276,72,M1A1,1
1037003060041,DICLOFENACO SÓDICO,25 MG/ML SOL INJ CT 100 AMP VD INC X 3 ML (EMB HOSP),Genérico,Regulado,Sim,Não,5512,72,M1A1,1
1037003060084,DICLOFENACO SÓDICO,25 MG/ML SOL INJ CT 100 AMP VD AMB X 3ML (EMB HOSP),Genérico,Regulado,Sim,Sim,5512,72,M1A1,1
1037003140088,DICLOFENACO POTÁSSICO,25 MG/ML SOL INJ CT 100 AMP VD AMB X 3 ML ,Genérico,Regulado,Sim,Sim,5521,72,M1A1,1
1049712500020,DICLOFENACO SÓDICO,25 MG/ML SOL INJ IM CT 50 AMP VD TRANS X 3 ML,Genérico,Regulado,Sim,Sim,5540,72,M1A1,1
1039201270081,FLAMATRAT,15 MG/ML SUS OR CT 50 FR PLAS OPC GOT X 20 ML (EMB HOSP),Similar,Regulado,Sim,Não,6164,72,M1A1,1
1108500160039,DICLOFARMA,25 MG/ML SOL INJ CX 100 AMP VD TRANS X 3 ML,Similar,Regulado,Sim,Sim,9515,72,M1A1,1
1163701040025,DICLOFENACO SÓDICO,25 MG/ML SOL INJ CX 50 AMP VD TRANS X 3 ML,Genérico,Regulado,Sim,Sim,10492,72,M1A1,1
1256801550037,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 300 (EMB HOSP) ,Genérico,Regulado,Sim,Não,11775,72,M1A1,1
1256802000022,DICLOFENACO SÓDICO,50 MG COM REV CT BL AL PLAS TRANS X 500,Genérico,Regulado,Sim,Sim,11848,72,M1A1,1
1542300130026,NISOFLAN,100 MG COM CT 40 BL AL PLAS TRANS X 12 ,Similar,Regulado,Sim,Não,13881,72,M1A1,1
1023506950071,DICLOFENACO COLESTIRAMINA,140 MG CAP DURA CT BL AL PLAS OPC X 10  ,Genérico,Regulado,Não,Não,29,29,M1A1,1
1057304950067,OXOTRON,60 MG COM CT  BL AL/AL X 15,Similar,Regulado,Não,Sim,197,186,M1A1,1
1058303630067,DICLOFENACO COLESTIRAMINA,140 MG CAP DURA CT BL AL PLAS OPC X 10,Genérico,Regulado,Não,Não,355,303,M1A1,1
1049711380013,TEFLAN,20 MG COM REV CT BL AL PLAS TRANS X 10,Similar,Regulado,Não,Sim,416,364,M1A1,1
1211003810041,PONSTAN,500 MG COM CT BL AL PLAS TRANS X 6 ,Novo,Regulado,Não,Não,479,7441,M1A1,1
1023505070019,DICLOFENACO POTÁSSICO,50 MG COM REV CT BL AL PLAS TRANS X 10,Genérico,Regulado,Não,Sim,481,2924,M1A1,1
1004311520012,MELOCOX,"7,5 MG COM CT STR AL X 10",Similar,Regulado,Não,Sim,673,420,M1A1,1
1558403570084,NEOTAFLAN,50 MG COM REV CT BL AL/PLAS INC X 20,NULL,Regulado,Não,Não,673,420,M1A1,1
1037005300104,MELOXICAM,"7,5 MG COM CT BL AL PLAS PVDC 250/120 TRANS X 10",Genérico,Regulado,Não,Sim,705,449,M1A1,1
1037005150013,NIMESULIDA,50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML,Genérico,Regulado,Não,Sim,729,471,M1A1,1
1256801550010,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 15 ,Genérico,Regulado,Não,Não,729,471,M1A1,1
1004307860017,NIMESULIDA,50 MG/ML SUS OR CT FR GOT PLAS OPC X 15 ML,Genérico,Regulado,Não,Não,757,494,M1A1,1
1004308170030,PROFLAM,100 MG COM REV CT BL AL/AL X 12,Similar,Regulado,Não,Sim,770,502,M1A1,1
1004308170091,PROFLAM,100 MG COM REV CT BL AL / AL X 6,Similar,Regulado,Não,Sim,771,503,M1A1,1
1542301340520,IBUVIX,600 MG COM REV CT BL AL PLAS TRANS X 20,Similar,Regulado,Não,Sim,771,503,M1A1,1
1211003810066,PONSTAN,500 MG COM CT BL AL PLAS TRANS X 24,Novo,Regulado,Não,Não,851,567,M1A1,1
1037005300031,MELOXICAM,15 MG COM CT BL AL PVDC TRANS X 10,Genérico,Regulado,Não,Sim,1002,691,M1A1,1
1044401080010,BREXIN,"191,2 MG COM CT BL PVC/PVDC OPC X 5",Similar,Regulado,Não,Sim,1031,720,M1A1,1
1211003860081,FELDENE,20 MG COM ORODISP CT BL AL PLAS OPC X 10,Novo,Regulado,Não,Sim,1040,729,M1A1,1
1004311520020,MELOCOX,15 MG COM CT STR AL X 10  ,Similar,Regulado,Não,Sim,1069,756,M1A1,1
1037006510031,FENAFLAN,15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML,Similar,Regulado,Não,Sim,1196,871,M1A1,1
1058307420083,ACECLOFENACO,100 MG COM REV CT BL AL AL X 24,Genérico,Regulado,Não,Sim,1226,896,M1A1,1
1023506950098,DICLOFENACO COLESTIRAMINA,140 MG CAP DURA CT BL AL PLAS OPC X 20,Genérico,Regulado,Não,Sim,1227,897,M1A1,1
1006800600120,VOLTAREN,100 MG COM REV LIB PROL  CT BL AL PLAS TRANS X 10,Novo,Regulado,Não,Sim,1267,937,M1A1,1
1097402160078,XEFO,8 MG COM REV CT BL AL/AL X 20,Novo,Regulado,Não,Sim,1336,1001,M1A1,1
1832600720017,DICLOFENACO SÓDICO,50 MG COM REV CT BL AL PLAS TRANS X 20,Genérico,Regulado,Não,Sim,1359,1024,M1A1,1
1023505070027,DICLOFENACO POTÁSSICO,50 MG COM REV CT BL AL PLAS TRANS X 20,Genérico,Regulado,Não,Sim,1467,1128,M1A1,1
1267501060031,DICLOFENACO RESINATO,15 MG/ML SUS OR CT FR GOT PLAS OPC X 20 ML,Genérico,Regulado,Não,Não,1490,1151,M1A1,1
1677301800091,DRYLTAC,140 MG CAP DURA CT BL AL PLAS OPC X 20,Similar,Regulado,Não,Não,1732,1385,M1A1,1
1006800380368,CATAFLAM,50 MG COM REV CT BL AL PLAS TRANS X 10,Novo,Regulado,Não,Sim,1881,1491,M1A1,1
1006800380376,CATAFLAM,50 MG COM REV CT BL AL PLAS TRANS X 20,Novo,Regulado,Não,Sim,1882,1492,M1A1,1
1006800600082,VOLTAREN,25 MG/ML SOL INJ CT 5 AMP VD TRANS X 3 ML,Novo,Regulado,Não,Sim,1891,1501,M1A1,1
1006800600104,VOLTAREN,75 MG COM REV LIB PROL CT BL AL PLAS TRANS X 20,Novo,Regulado,Não,Sim,1892,1502,M1A1,1
1006800600112,VOLTAREN,50 MG COM REV LIB RETARD CT BL AL PLAS TRANS X 20 ,Novo,Regulado,Não,Não,1893,1503,M1A1,1
1006800600287,VOLTAREN,50 MG COM REV LIB RETARD CT BL AL/AL X 20,Novo,Regulado,Não,Sim,1894,1504,M1A1,1
1006800600325,VOLTAREN,50 MG COM REV LIB RETARD CT BL AL/PVC/PE/PVDC X 20,Novo,Regulado,Não,Não,1894,1504,M1A1,1
1057301400252,BIOFENAC,50 MG COM REV LIB RETARD CT BL AL PLAS TRANS X 10,Similar,Regulado,Não,Sim,2018,1626,M1A1,1
1211003860136,FELDENE,20 MG/ML SOL INJ CX 2 AMP VD AMB X 2 ML,Novo,Regulado,Não,Não,2093,1694,M1A1,1
1438101580019,DICLOFENACO RESINATO,15 MG/ML SUS OR CT FR GOT PLAS OPC X 20 ML,Genérico,Regulado,Não,Sim,2214,1760,M1A1,1
1542300130050,NISOFLAN,50 MG/ML SUSP OR CT FR PLAS OPC GOT X 15 ML ,Similar,Regulado,Não,Sim,2223,1769,M1A1,1
1037002640044,NIMESULIX,50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML ,Similar,Regulado,Não,Sim,2231,1777,M1A1,1
1558402380011,TILOXINEO,20 MG COM REV CT BL AL PLAS INC X 10,Similar,Regulado,Não,Não,2268,1815,M1A1,1
1039201270073,FLAMATRAT,15 MG/ML SUS OR CT  FR PLAS  OPC GOT X 20 ML,Similar,Regulado,Não,Não,2315,1862,M1A1,1
1564900010057,MELOXICAM,"7,5 MG COM CT BL AL PLAS OPC X 10",Genérico,Regulado,Não,Não,2366,1912,M1A1,1
1558403370026,DICLOFENACO SÓDICO,50 MG COM REV CT BL AL PLAS INC X 20,Genérico,Regulado,Não,Sim,2472,1993,M1A1,1
1023508560041,ÁCIDO MEFENÂMICO,500 MG COM CT BL AL PLAS OPC X 24,Genérico,Regulado,Não,Sim,2682,2198,M1A1,1
1039201750016,NIMESULIDA,50 MG/ML SUS OR CT FR GOT PLAS OPC X 15 ML,Genérico,Regulado,Não,Sim,2690,2206,M1A1,1
1037000800109,FENAFLAN,50 MG COM REV CT BL AL PLAS INC X 20,Similar,Regulado,Não,Não,2691,2207,M1A1,1
1558403570025,NEOTAFLAN,15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML,NULL,Regulado,Não,Não,2707,2223,M1A1,1
1091700440010,INFLAMEX,50 MG COM REV CT BL AL PLAS INC X 20,Similar,Regulado,Não,Não,2930,2419,M1A1,1
1677301800075,DRYLTAC,140 MG CAP  DURA CT BL AL PLAS OPC X 10,Similar,Regulado,Não,Não,2938,2429,M1A1,1
1055001860014,UCITON,100 MG COM CT BL AL PLAS INC X 12 ,Similar,Regulado,Não,Não,2945,2436,M1A1,1
1014600840021,NIMESUBAL,100 MG COM CT BL AL PLAS TRANS X 12,Similar,Regulado,Não,Não,2954,2445,M1A1,1
1542302150016,TENOXICAM,20 MG COM REV CT BL AL PLAS TRANS X 10 ,Genérico,Regulado,Não,Sim,2990,2481,M1A1,1
1049714180015,TENOXICAM,20 MG COM REV CT BL AL PLAS INC X 10,Similar,Regulado,Não,Sim,3281,2704,M1A1,1
1558401960012,NIMESULIDA,50 MG/ML SUS OR CT  FR PLAS OPC GOT X 15 ML ,Genérico,Regulado,Não,Sim,3465,2877,M1A1,1
1832601110034,MELOXICAM,15 MG COM CT BL AL PLAS TRANS X 10,Genérico,Regulado,Não,Sim,3465,2877,M1A1,1
1058303270036,DICLOFENACO RESINATO,15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML ,Genérico,Regulado,Não,Sim,3519,2932,M1A1,1
1023506100019,CETOPROFENO,50 MG CAP DURA CT BL AL PLAS TRANS X 24 ,Genérico,Regulado,Não,Sim,3560,2974,M1A1,1
1211003810058,PONSTAN,500 MG COM CT BL AL PLAS TRANS X 15,Novo,Regulado,Não,Não,3563,2977,M1A1,1
1023510010010,TENOXICAM,20 MG COM REV CT BL AL PLAS TRANS X 10  ,Genérico,Regulado,Não,Sim,3607,3023,M1A1,1
1023506820038,DICLOFENACO RESINATO,15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML ,Genérico,Regulado,Não,Sim,3618,3034,M1A1,1
1023506950081,DICLOFENACO COLESTIRAMINA,140 MG CAP DURA CT BL AL PLAS OPC X 14,Genérico,Regulado,Não,Sim,3622,3038,M1A1,1
1558400650011,MELOXICAM,15 MG COM CT BL AL PLAS TRANS X 10,Genérico,Regulado,Não,Sim,3666,3082,M1A1,1
1023509200103,FEBUPEN,100 MG COM REV CT BL AL AL X 12,Similar,Regulado,Não,Sim,3711,3126,M1A1,1
1023510530049,ACECLOFENACO,100 MG  COM  REV CT BL AL AL X 12,Genérico,Regulado,Não,Sim,3711,3126,M1A1,1
1267501560032,ACECLOFENACO,100 MG COM REV CT BL AL AL X 12,Genérico,Regulado,Não,Sim,3711,3126,M1A1,1
1267502900031,ACEFLOR,100 MG  COM  REV CT BL AL PLAS OPC X 12,Similar,Regulado,Não,Não,3711,3126,M1A1,1
1267502900041,ACEFLOR,100 MG  COM  REV CT BL AL AL X 12,Similar,Regulado,Não,Sim,3711,3126,M1A1,1
1677303570034,ACECLOFENACO,100 MG COM REV CT BL AL AL X 12,Genérico,Regulado,Não,Sim,3711,3126,M1A1,1
1267502320019,DICLOFENACO SÓDICO,100MG COM REV LIB PROL CT BL AL PLAS INC X 10  ,Genérico,Regulado,Não,Sim,3714,3129,M1A1,1
1023512070029,PIRFEL,20 MG CAP GEL DURA CT BL AL PLAS INC X 15,Similar,Regulado,Não,Sim,3972,3389,M1A1,1
1023512120077,MELOVAC,15 MG COM CT BL AL PLAS OPC X 10 ,Similar,Regulado,Não,Sim,3976,3393,M1A1,1
1677301800083,DRYLTAC,140 MG CAP DURA CT BL AL PLAS OPC X 14,Similar,Regulado,Não,Não,4355,3767,M1A1,1
1677304420011,INFLALID,100 MG COM CT BL AL PLAS INC X 12,Similar,Regulado,Não,Sim,4465,3877,M1A1,1
1181900610301,BUPROVIL,600 MG COM REV CT BL AL PLAS TRANS X 20,Similar,Regulado,Não,Sim,4676,4024,M1A1,1
1558404390019,NIMESULIDA,100 MG COM CT BL AL PLAS TRANS X 12,Genérico,Regulado,Não,Sim,5242,11784,M1A1,1
1037000800222,FENAFLAN,"44,3 MG COM DISP CT BL AL PLAS PVDC TRANS X 20 ",Similar,Regulado,Não,Sim,5454,4332,M1A1,1
1037003460031,DICLOFENACO RESINATO,15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML,Genérico,Regulado,Não,Sim,5529,4390,M1A1,1
1053501240035,SCAFLOGIN,100 MG COM CT BL AL PLAS INC X 12,Similar,Regulado,Não,Não,5562,4417,M1A1,1
1564900010049,MELOXICAM,15 MG COM CT BL AL PLAS OPC X 10,Genérico,Regulado,Não,Sim,5597,4442,M1A1,1
1256801550053,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 80 (EMB FRAC),Genérico,Regulado,Não,Não,5703,4521,M1A1,1
1038501000057,NISUFAR,100 MG COM CT BL AL PLAS TRANS X 12 ,Similar,Regulado,Não,Sim,5899,4700,M1A1,1
1267502900015,ACEFLOR,100 MG  COM  REV CT BL AL PLAS OPC X 6 ,Similar,Regulado,Não,Não,6125,4869,M1A1,1
1267502900023,ACEFLOR,100 MG  COM  REV CT BL AL AL X 6,Similar,Regulado,Não,Não,6125,4869,M1A1,1
1039200560043,CECOFLAN,100 MG COM REV CT ENV AL X 12 ,Similar,Regulado,Não,Sim,6129,4873,M1A1,1
1039200960017,REUMOTEC,20 MG COM CT  BL AL PLAS INC X 10,Similar,Regulado,Não,Sim,6152,4886,M1A1,1
1039201550033,BUTACID,200 MG COM REV CT BL AL PLAS TRANS X 20,Similar,Regulado,Não,Sim,6175,4905,M1A1,1
1039201720011,ACECLOFENACO,100 MG COM REV CT ENV AL X 12,Genérico,Regulado,Não,Sim,6192,4918,M1A1,1
1039201740010,NIMESULIDA,100 MG COM CT BL AL PLAS TRANS X 12,Genérico,Regulado,Não,Sim,6193,4919,M1A1,1
1097402160086,XEFO,8 MG COM REV CT BL AL/AL X 30,Novo,Regulado,Não,Sim,6282,4996,M1A1,1
1211003860187,FELDENE,20 MG SUP CT  STR X 6,Novo,Regulado,Não,Não,6282,4996,M1A1,1
1211003860217,FELDENE,20 MG COM  SOL CT BL AL PLAS TRANS X 10,Novo,Regulado,Não,Sim,6282,4996,M1A1,1
1045401590076,LOXONIN,60 MG COM CT  BL AL /AL X 8,Novo,Regulado,Não,Não,6347,5061,M1A1,1
1057304950059,OXOTRON,60 MG COM CT  BL AL /AL X 8,Similar,Regulado,Não,Não,6347,5061,M1A1,1
1045401590084,LOXONIN,60 MG COM CT  BL AL/AL X 15,Novo,Regulado,Não,Sim,6348,5062,M1A1,1
1057301400392,BIOFENAC,"44,3 MG COM DISP CT BL AL AL X 20",Similar,Regulado,Não,Sim,6348,5062,M1A1,1
1045401590092,LOXONIN,60 MG COM CT  BL AL/AL X 30,Novo,Regulado,Não,Sim,6349,5063,M1A1,1
1057304950075,OXOTRON,60 MG COM CT  BL AL/AL X 30,Similar,Regulado,Não,Sim,6349,5063,M1A1,1
1048101010011,NIMESULIDA,100 MG COM CT BL AL PLAS TRANS X 12 ,Genérico,Regulado,Não,Não,6479,5191,M1A1,1
1048101010028,NIMESULIDA,50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML,Genérico,Regulado,Não,Não,6480,5192,M1A1,1
1438100590010,CIMELIDE,100 MG COM CT BL AL PLAS TRANS X 12 ,Similar,Regulado,Não,Sim,6517,5230,M1A1,1
1049711380031,TEFLAN,40 MG PÓ LIÓF SOL INJ CT 5 FA VD TRANS + 5 AMP DIL X 2 ML ,Similar,Regulado,Não,Não,6700,5332,M1A1,1
1049711380072,TEFLAN,20 MG PÓ LIÓF SOL INJ CT 50 FA VD TRANS ,Similar,Regulado,Não,Sim,6701,5333,M1A1,1
1049711380188,TEFLAN,40 MG PÓ LIÓF SOL INJ CT 50 FA VD TRANS,Similar,Regulado,Não,Sim,6702,5334,M1A1,1
1049711380218,TEFLAN,20 MG COM  REV CT BL AL PLAS TRANS X 5,Similar,Regulado,Não,Não,6703,5335,M1A1,1
1049712500012,DICLOFENACO SÓDICO,25 MG/ML SOL INJ IM CT 5 AMP VD TRANS X 3 ML,Genérico,Regulado,Não,Sim,6759,5388,M1A1,1
1558403340011,CEPROFEN,50 MG CAP GEL DURA CT 2 BL AL PLAS INC X 12,NULL,Regulado,Não,Não,6960,5551,M1A1,1
1438100590045,CIMELIDE,100 MG COM CX BL AL PLAS TRANS X 600,Similar,Regulado,Não,Não,7124,5718,M1A1,1
1053500940051,OPTAFLAN,50 MG/ML SUS OR CT FR PLAS OPC CGT X 15 ML,Similar,Regulado,Não,Não,7179,5773,M1A1,1
1058307420040,ACECLOFENACO,100 MG COM REV CT BL AL AL X 12,Genérico,Regulado,Não,Sim,7267,5862,M1A1,1
1211003860128,FELDENE,20 MG SUP CT  STR X 10,Novo,Regulado,Não,Não,7368,5965,M1A1,1
1057101200012,BELFAREN,50 MG COM REV CT BL AL PLAS TRANS X 20,Similar,Regulado,Não,Sim,7448,6046,M1A1,1
