IdSub,NomeSub
482,CANAQUINUMABE
483,MALEATO DE INDACATEROL
484,CLORIDRATO DE FINGOLIMODE
485,TARTARATO DE BRIMONIDINA
486,DEXAMETASONA
486,CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO
487,CLORIDRATO DE PROXIMETACAÍNA
488,CLORIDRATO DE NAFAZOLINA
489,DEXTRANA
489,HIPROMELOSE
489,GLICEROL
490,ACETATO DE FLUORMETOLONA
491,DEXAMETASONA
491,TOBRAMICINA
492,DEXTRANA
492,HIPROMELOSE
493,FOSFATO DISSÓDICO DE DEXAMETASONA
493,CLORIDRATO DE MOXIFLOXACINO
494,TRAVOPROSTA
494,MALEATO ÁCIDO DE TIMOLOL
495,NEPAFENACO
496,DEXAMETASONA
496,SULFATO DE NEOMICINA
496,SULFATO DE POLIMIXINA B
497,TROPICAMIDA
498,MALEATO ÁCIDO DE TIMOLOL
498,BRINZOLAMIDA
499,TRAVOPROSTA
500,CLORIDRATO DE OLOPATADINA
501,CLORIDRATO DE BETAXOLOL
502,BRINZOLAMIDA
503,CLORIDRATO DE NAFAZOLINA
503,MALEATO DE FENIRAMINA
504,HIDROXIQUINOLINA
504,TROLAMINA
505,BROMETO DE GLICOPIRRÔNIO
506,FOSFATO DE RUXOLITINIBE
507,SECUQUINUMABE
508,MALEATO DE INDACATEROL
508,BROMETO DE GLICOPIRRÔNIO
509,DIMETILSULFÓXIDO DE TRAMETINIBE
510,TARTARATO DE BRIMONIDINA
510,BRINZOLAMIDA
511,ELTROMBOPAGUE OLAMINA
512,MESILATO DE DABRAFENIBE
513,CLORIDRATO DE PAZOPANIBE
514,DITOSILATO DE LAPATINIBE
515,CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO
516,CLORIDRATO DE TOPOTECANA
517,VALSARTANA
517,SACUBITRIL
518,MIDOSTAURINA
519,SUCCINATO DE RIBOCICLIBE
520,ERENUMABE
521,ALPELISIBE
522,CRIZANLIZUMABE
523,VORETIGENO NEPARVOVEQUE
524,ONASEMNOGENO ABEPARVOVEQUE
525,OFATUMUMABE
526,DICLORIDRATO DE CAPMATINIBE MONOIDRATADO
527,ÁCIDO FUMÁRICO SIPONIMODE
528,TISAGENLECLEUCEL
529,HIDROXIBENZOATO DE VIMINOL
530,ÁCIDO URSODESOXICÓLICO
531,FOSFOMICINA TROMETAMOL
532,FENDIZOATO DE CLOPERASTINA
533,IBUPROFENO ARGININA
534,IBUPROFENO
534,ARGININA
535,SULFATO DE NEOMICINA
535,ACETATO DE CLOSTEBOL
536,MESILATO DE SAFINAMIDA
537,FENILALANINA
537,PROLINA
537,TRIPTOFANO
537,CLORETO DE CÁLCIO DIIDRATADO
537,ACETATO DE SÓDIO
537,LEVOVALINA
537,SERINA
537,HIDRÓXIDO DE SÓDIO
537,TREONINA
537,ÁCIDO GLUTÂMICO
537,CLORIDRATO DE LISINA
537,GLICOSE
537,LEUCINA
537,GLICINA
537,ISOLEUCINA
537,LEVOMETIONINA
537,ALANINA
537,ION CITRATO
537,ÁCIDO ASPÁRTICO
537,HIDRÓXIDO DE POTÁSSIO
537,ARGININA
538,FENILALANINA
538,PROLINA
538,TRIPTOFANO
538,CLORETO DE CÁLCIO DIIDRATADO
538,ACETATO DE SÓDIO
538,LEVOVALINA
538,CLORIDRATO DE HISTIDINA
538,SERINA
538,HIDRÓXIDO DE SÓDIO
538,TREONINA
538,ÁCIDO GLUTÂMICO
538,CLORIDRATO DE LISINA
538,GLICOSE
538,LEUCINA
538,GLICINA
538,ISOLEUCINA
538,LEVOMETIONINA
538,ALANINA
538,ÁCIDO ASPÁRTICO
538,ACETATO DE MAGNÉSIO
538,HIDRÓXIDO DE POTÁSSIO
538,ARGININA
539,SUCCINILGELATINA
540,FENILALANINA
540,TRIPTOFANO
540,CLORIDRATO DE HISTIDINA
540,HIDRÓXIDO DE SÓDIO
540,ACETATO DE POTÁSSIO
540,TREONINA
540,ISOLEUCINA
540,LEVOMETIONINA
540,ION CITRATO
540,ÁCIDO ASPÁRTICO
540,CLORETO DE SÓDIO
540,PROLINA
540,CLORETO DE CÁLCIO DIIDRATADO
540,ACETATO DE SÓDIO
540,LEVOVALINA
540,GLICEROL
540,SERINA
540,ÁCIDO GLUTÂMICO
540,CLORIDRATO DE LISINA
540,GLICOSE
540,LEUCINA
540,GLICINA
540,ALANINA
540,ACETATO DE MAGNÉSIO
540,ARGININA
541,FENILALANINA
541,PROLINA
541,TRIPTOFANO
541,CLORETO DE CÁLCIO DIIDRATADO
541,ACETATO DE SÓDIO
541,LEVOVALINA
541,GLICEROL
541,SERINA
541,ACETATO DE POTÁSSIO
541,TREONINA
541,ÁCIDO GLUTÂMICO
541,CLORIDRATO DE LISINA
541,GLICOSE
541,LEUCINA
541,GLICINA
541,ISOLEUCINA
541,LEVOMETIONINA
541,ALANINA
541,ÁCIDO ASPÁRTICO
541,ACETATO DE MAGNÉSIO
541,ARGININA
541,CLORETO DE SÓDIO
542,FENILALANINA
542,TRIPTOFANO
542,GLICOSE ANIDRA
542,CLORIDRATO DE HISTIDINA MONOIDRATADO
542,HIDRÓXIDO DE SÓDIO
542,ACETATO DE POTÁSSIO
542,TREONINA
542,ISOLEUCINA
542,ÁCIDO ASPÁRTICO
542,ÓLEO DE SOJA
542,TRIGLICERÍDEOS DE CADEIA MÉDIA
542,CLORETO DE SÓDIO
542,PROLINA
542,CLORETO DE CÁLCIO DIIDRATADO
542,LEVOVALINA
542,SERINA
542,ÁCIDO GLUTÂMICO
542,CLORIDRATO DE LISINA
542,ACETATO DE SÓDIO TRIHIDRATADO
542,GLICOSE MONOIDRATADA
542,ACETATO DE MAGNÉSIO TETRAIDRATADO
542,LEUCINA
542,METIONINA
542,FOSFATO DE SÓDIO MONOBÁSICO DIIDRATADO
542,GLICINA
542,ALANINA
542,ARGININA
542,ACETATO DE ZINCO DI-HIDRATADO
543,FENILALANINA
543,PROLINA
543,TRIPTOFANO
543,ACETATO DE SÓDIO
543,LEVOVALINA
543,GLICEROL
543,SERINA
543,ACETATO DE POTÁSSIO
543,TREONINA
543,ÁCIDO GLUTÂMICO
543,GLICOSE
543,LEUCINA
543,GLICINA
543,ISOLEUCINA
543,LEVOMETIONINA
543,ALANINA
543,ÁCIDO ASPÁRTICO
543,ARGININA
543,CLORETO DE SÓDIO
544,FENILALANINA
544,PROLINA
544,TRIPTOFANO
544,CLORETO DE CÁLCIO DIIDRATADO
544,ACETATO DE SÓDIO
544,LEVOVALINA
544,GLICEROL
544,SERINA
544,HIDRÓXIDO DE SÓDIO
544,ACETATO DE POTÁSSIO
544,TREONINA
544,ÁCIDO GLUTÂMICO
544,CLORIDRATO DE LISINA
544,GLICOSE
544,LEUCINA
544,GLICINA
544,ISOLEUCINA
544,LEVOMETIONINA
544,ALANINA
544,ÁCIDO ASPÁRTICO
544,ACETATO DE MAGNÉSIO
544,ARGININA
544,CLORETO DE SÓDIO
545,FENILALANINA
545,PROLINA
545,TRIPTOFANO
545,CLORETO DE CÁLCIO DIIDRATADO
545,ACETATO DE SÓDIO
545,LEVOVALINA
545,GLICEROL
545,SERINA
545,ACETATO DE POTÁSSIO
545,TREONINA
545,ÁCIDO GLUTÂMICO
545,CLORIDRATO DE LISINA
545,GLICOSE
545,LEUCINA
545,GLICINA
545,ISOLEUCINA
545,LEVOMETIONINA
545,ALANINA
545,ÁCIDO ASPÁRTICO
545,ARGININA
545,CLORETO DE SÓDIO
546,LEUCINA
547,ÓLEO DE SOJA
547,TRIGLICERÍDEOS DE CADEIA MÉDIA
547,TRIGLICERÍDIOS C10-18
548,FENILALANINA
548,PROLINA
548,TRIPTOFANO
548,VALINA
548,SERINA
548,HISTIDINA
548,TREONINA
548,ÁCIDO GLUTÂMICO
548,TIROSINA
548,METIONINA (11 C)
548,LEUCINA
548,GLICINA
548,ISOLEUCINA
548,ALANINA
548,ÁCIDO ASPÁRTICO
548,ACETATO DE LISINA
548,ARGININA
548,LISINA
549,FENILALANINA
549,PROLINA
549,TRIPTOFANO
549,VALINA
549,SERINA
549,HISTIDINA
549,TREONINA
549,ÁCIDO GLUTÂMICO
549,TIROSINA
549,LEUCINA
549,GLICINA
549,ISOLEUCINA
549,LEVOMETIONINA
549,ALANINA
549,ÁCIDO ASPÁRTICO
549,ACETATO DE LISINA
549,ARGININA
549,LISINA
550,ACETATO DE SÓDIO TRIIDRATADO
550,GLICONATO DE SÓDIO
550,CLORETO DE MAGNÉSIO HEXAIDRATADO
550,CLORETO DE POTÁSSIO
550,CLORETO DE SÓDIO
551,IBUPROFENO
552,MIDAZOLAM
553,SACCHAROMYCES BOULARDII
554,LEVEDURA
555,CLORIDRATO DE METFORMINA
556,HEMIFUMARATO DE BISOPROLOL
557,HIDROCLOROTIAZIDA
557,HEMIFUMARATO DE BISOPROLOL
558,LEVOTIROXINA SÓDICA
559,GLIBENCLAMIDA
559,CLORIDRATO DE METFORMINA
560,LORATADINA
561,CETUXIMABE
562,CITRATO DE SÓDIO
562,GLICOSE
562,CITRATO DE POTÁSSIO
562,CLORETO DE SÓDIO
563,BETAINTERFERONA 1A
564,CITRATO DE CLOMIFENO
565,ALFALUTROPINA
566,ALFALUTROPINA
566,ALFAFOLITROPINA
567,PRAVASTATINA SÓDICA
568,ALFAFOLITROPINA
569,PROGESTERONA
570,ACETATO DE CETRORRELIX
571,BISOPROLOL
571,HIDROCLOROTIAZIDA
572,ALFACORIOGONADOTROPINA
573,SOMATOSTATINA
574,AVELUMABE
575,GLICLAZIDA
575,CLORIDRATO DE METFORMINA
576,CLADRIBINA
577,BESILATO DE ANLODIPINO
577,HEMIFUMARATO DE BISOPROLOL
578,CLORIDRATO DE TEPOTINIBE MONOIDRATADO
579,CLORIDRATO DE BUPROPIONA
579,CLORIDRATO DE NALTREXONA
580,PERMETRINA
581,CLORETO DE BENZETÔNIO
582,FITOMENADIONA
583,CLORIDRATO DE BENSERAZIDA
583,LEVODOPA
584,FLUNITRAZEPAM
585,DIAZEPAM
586,CILAZAPRIL
587,ALFADORNASE
588,HIDROCLOROTIAZIDA
588,CILAZAPRIL
589,FOSFATO DE OSELTAMIVIR
590,BETAEPOETINA
591,FLUOCINOLONA ACETONIDA
591,CLORIDRATO DE LIDOCAINA
591,SULFATO DE NEOMICINA
591,SULFATO DE POLIMIXINA B
592,VALGANCICLOVIR
593,ENFUVIRTIDA
594,BEVACIZUMABE
595,TOCILIZUMABE
596,VEMURAFENIBE
597,PERTUZUMABE
598,PERTUZUMABE
598,TRASTUZUMABE
599,TRASTUZUMABE ENTANSINA
600,OBINUTUZUMABE
601,HEMIFUMARATO DE COBIMETINIBE
602,PIRFENIDONA
603,VISMODEGIBE
604,ATEZOLIZUMABE
605,OCRELIZUMABE
606,EMICIZUMABE
607,CLORIDRATO DE ALECTINIBE
608,RISDIPLAM
609,ION CITRATO
609,BICARBONATO DE SÓDIO
609,CARBONATO DE SÓDIO
610,ACIDO CITRICO
610,BICARBONATO DE SÓDIO
610,CARBONATO DE SÓDIO
611,FOSFATO DE CÁLCIO DIBÁSICO
611,HIPOFOSFITO DE SÓDIO
611,PALMITATO DE RETINOL
611,FOSFATO DE SÓDIO MONOBÁSICO
611,ÓLEO DE FÍGADO DE BACALHAU
611,ÓLEO DE SOJA
611,COLECALCIFEROL
612,HIPOFOSFITO DE SÓDIO
612,PALMITATO DE RETINOL
612,COLECALCIFEROL
613,CLAVULANATO DE POTÁSSIO
613,ÁCIDO CLAVULÂNICO
613,AMOXICILINA TRI-HIDRATADA
614,MUPIROCINA
615,ANTÍGENO DE SUPERFÍCIE DA HEPATITE B
616,PROTEÍNA ANTIGÊNICA DE SUPERFÍCIE (HEP. B)
617,ALBENDAZOL
618,VÍRUS DA HEPATITE A INATIVADO
619,VÍRUS DA HEPATITE A INATIVADO
619,ANTÍGENO DE SUPERFÍCIE DA HEPATITE B
620,VÍRUS DA VARICELA -ZOSTER
621,SULFATO DE MAGNÉSIO
622,ION CITRATO
622,BICARBONATO DE SÓDIO
622,CARBONATO DE SÓDIO
622,ÁCIDO ACETILSALICÍLICO
623,TRANILCIPROMINA
624,VÍRUS DA CAXUMBA
624,VÍRUS DA RUBEOLA
624,VÍRUS DO SARAMPO
625,"VACINA SARAMPO, CAXUMBA, RUBÉOLA (ATENUADA)"
626,DICLORIDRATO DE TRIFLUOPERAZINA
627,CONJUGADO DE POLISSACARÍDEO CAPSULAR DE HAEMOPHILUS INFLUENZAE TIPO B E TOXÓIDE TETÂNICO
627,POLIOVÍRUS INATIVADOS TIPO 3
627,POLIOVÍRUS INATIVADOS TIPO 2
627,PERTACTINA
627,POLIOVÍRUS INATIVADOS TIPO 1
628,TOXÓIDE PERTUSSIS
628,TOXÓIDE DIFTÉRICO
628,PERTACTINA
628,TOXÓIDE TETÂNICO
628,HEMAGLUTININA FILAMENTOSA
629,TOXÓIDE PERTUSSIS
629,CONJUGADO DE POLISSACARÍDEO CAPSULAR DE HAEMOPHILUS INFLUENZAE TIPO B E TOXÓIDE TETÂNICO
629,POLIOVÍRUS INATIVADOS TIPO 3
629,POLIOVÍRUS INATIVADOS TIPO 2
629,ANTÍGENO DE SUPERFÍCIE DA HEPATITE B
629,TOXÓIDE DIFTÉRICO
629,PERTACTINA
629,POLIOVÍRUS INATIVADOS TIPO 1
629,TOXÓIDE TETÂNICO
629,HEMAGLUTININA FILAMENTOSA
630,CLORIDRATO DE CIMETIDINA
631,CEFTAZIDIMA
632,CLORIDRATO DE VALACICLOVIR
633,LACIDIPINO
634,SULFATO DE SALBUTAMOL
634,GUAIFENESINA
635,PROPIONATO DE CLOBETASOL
636,AXETILCEFUROXIMA
637,AXETIL CEFUROXIMA
638,ADEFOVIR DIVIPOXILA
639,VALERATO DE BETAMETASONA
640,PARACETAMOL
640,CAFEÍNA ANIDRA
641,HIDROXINAFTOATO DE SALMETEROL
642,SULFATO DE SALBUTAMOL
643,PROPIONATO DE FLUTICASONA
643,HIDROXINAFTOATO DE SALMETEROL
644,DUTASTERIDA
645,DICLORIDRATO DE CETIRIZINA
646,ROTAVÍRUS HUMANO ATENUADO
647,FOSAMPRENAVIR
648,FOSAMPRENAVIR CÁLCICO
649,CLORIDRATO DE NARATRIPTANA
650,ZANAMIVIR
651,HPV-16 L1 
651,HPV-18 L1
652,RETAPAMULINA
653,FUROATO DE FLUTICASONA
654,POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 14
654,POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 18C
654,POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 4
654,POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 7F
654,POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 19F
654,POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 5
654,POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 9V
654,POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 6B
654,POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 1
654,POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 23F
655,CARBONATO DE CÁLCIO
656,VÍRUS DA CAXUMBA
656,VÍRUS DA RUBEOLA
656,VÍRUS DO SARAMPO
656,VÍRUS DA VARICELA -ZOSTER
657,AMBRISENTANA
658,TOXÓIDE PERTUSSIS
658,POLIOVÍRUS INATIVADOS TIPO 3
658,POLIOVÍRUS INATIVADOS TIPO 2
658,TOXÓIDE DIFTÉRICO
658,PERTACTINA
658,POLIOVÍRUS INATIVADOS TIPO 1
658,TOXÓIDE TETÂNICO
658,HEMAGLUTININA FILAMENTOSA
659,MARAVIROQUE
660,CLORIDRATO DE TANSULOSINA
661,DUTASTERIDA
661,CLORIDRATO DE TANSULOSINA
662,BELIMUMABE
663,TRIFENATATO DE VILANTEROL
663,FUROATO DE FLUTICASONA
664,DOLUTEGRAVIR SÓDICO
665,CEPA INFLUENZA TIPO A (H3N2)
665,CEPA INFLUENZA TIPO A (H1N1)
665,CEPA INFLUENZA TIPO B
665,CEPA INFLUENZA TIPO B
666,TRIFENATATO DE VILANTEROL
667,PROTEÍNA CARREADORA
667,OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C
668,PROTEÍNA DE FUSÃO FHBP RECOMBINANTE DE NEISSERIA MENINGITIDIS GRUPO B
668,PROTEÍNA DE FUSÃO NHBA RECOMBINANTE DE NEISSERIA MENINGITIDIS GRUPO B
668,PROTEÍNA NAD A RECOMBINANTE DE NEISSERIA MENINGITIDIS GRUPO B
668,"VESÍCULAS DE MEMBRANA EXTERNA (OMV) DE NEISSERIA MENINGITIDIS GRUPO B, CEPA NZ98/254"
669,OLIGOSSACARÍDEO MENINGOCÓCICO Y
669,OLIGOSSACARÍDEO MENINGOCÓCICO W135
669,OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C
669,OLIGOSSACARÍDEO MENINGOCÓCICO A
670,BROMETO DE UMECLIDÍNIO
671,CARBONATO DE CÁLCIO
671,LACTOGLICONATO DE CÁLCIO
671,ÁCIDO ASCÓRBICO
672,DOLUTEGRAVIR SÓDICO
672,SULFATO DE ABACAVIR
672,LAMIVUDINA
673,CARBONATO DE CÁLCIO
673,LACTOGLICONATO DE CÁLCIO
674,DICLOFENACO DIETILAMÔNIO
675,DICLOFENACO DE POTÁSSIO
675,DICLOFENACO DIETILAMÔNIO
676,TRIBENOSÍDEO
676,CLORIDRATO DE LIDOCAINA
677,NITRATO DE NAFAZOLINA
678,CLORIDRATO DE TERBINAFINA
679,CLORIDRATO DE XILOMETAZOLINA
680,PARACETAMOL
680,ÁCIDO ASCÓRBICO
680,CLORIDRATO DE FENILEFRINA
680,MALEATO DE DIMETINDENO
680,RUTOSÍDEO
681,MEPOLIZUMABE
682,NICOTINA
683,PEROXIDO DE BENZOILA
683,CLINDAMICINA
684,PERÓXIDO DE BENZOÍLA
684,CLINDAMICINA
685,TRETINOÍNA
686,SUCCINATO DE TAFENOQUINA
687,TRIFENATATO DE VILANTEROL
687,BROMETO DE UMECLIDÍNIO
687,FUROATO DE FLUTICASONA
688,TOSILATO DE NIRAPARIBE MONOIDRATADO
689,VACINA HERPES-ZÓSTER (RECOMBINANTE)
690,LAMIVUDINA
690,DOLUTEGRAVIR
691,FOSTENSAVIR TROMETAMOL
692,DOSTARLIMABE
693,LIDOCAÍNA
693,HIALURONIDASE
693,NEOMICINA
694,CLORIDRATO DE ISOXSUPRINA
695,CLORETO DE OXIBUTININA
696,COLCHICINA
697,CLORIDRATO DE IOIMBINA
698,SULFASSALAZINA
699,CITRATO DE POTÁSSIO
700,CITRATO DE POTÁSSIO MONOIDRATADO
701,CLORIDRATO DE TRAZODONA
702,PRIMIDONA
703,CAPSAICINA
704,DIETILESTILBESTROL
705,HEXACETONIDO DE TRIANCINOLONA
706,ETOSSUXIMIDA
707,ETODOLACO
708,BETAISTINA
709,SULFATO DE HIDROXICLOROQUINA
710,HIALURONIDASE
710,VALERATO DE BETAMETASONA
711,MECLOZINA
712,BROMETO DE OTILÔNIO
713,"LISADOS BACTERIANOS (STAPHYLOCOCCUS AUREUS, STREPTOCOCCUS PYOGENES, STREPTOCOCCUS MITIS, STREPTOCOCCUS PNEUMONIAE, KLEBSIELLA PNEUMONIAE, BRANHAMELLA CATARRHALIS, HAEMOPHILUS INFLUENZAE)"
714,CLORIDRATO DE TRIEXIFENIDIL
715,STRYPHNODENDRON BARBATIMAN MART.
716,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.
717,CLORIDRATO DE CICLOBENZAPRINA
717,CAFEÍNA ANIDRA
718,DOBESILATO DE CÁLCIO
719,PANTOPRAZOL MAGNÉSICO DI-HIDRATADO
720,MENAEPTENONA
720,COLECALCIFEROL
721,CLORIDRATO DE MECLIZINA
722,CLORIDRATO DE MEMANTINA
722,CLORIDRATO DE DONEPEZILA
723,CLORIDRATO DE MEMANTINA
723,CLORIDRATO DE DONEPEZILA MONOIDRATADO
724,CLORETO DE TRÓSPIO
725,RAMELTEONA
726,GLICEROL
727,TIROTRICINA
727,SULFATO DE HIDROXIQUINOLINA
728,SULFATO DE HIDROXICLOROQUINA
728,TIROTRICINA
729,TIROTRICINA
729,CLORIDRATO DE LIDOCAINA
729,QUINOSOL
730,ÁCIDO BENZÓICO
730,TERPINA MONOIDRATADA
730,MENTOL
730,EUCALIPTOL
731,OXETACAÍNA
731,HIDRÓXIDO DE ALUMÍNIO
731,HIDRÓXIDO DE MAGNÉSIO
732,BORATO DE SÓDIO
732,CLORETO DE CETILPIRIDÍNIO
732,BENZOCAÍNA
733,DROPROPIZINA
734,CARISOPRODOL
734,PARACETAMOL
734,CAFEÍNA
734,DICLOFENACO SÓDICO
735,AMINAFTONA
736,ASPARTATO DE ORNITINA
736,CLORIDRATO DE ARGININA
736,CITRULINA
737,MONONITRATO DE ISOSSORBIDA
738,NIMODIPINO
739,PIDOLATO DE PIRIDOXINA
740,SULFATO DE NEOMICINA
740,SULFATO DE POLIMIXINA B
740,ACETATO DE PREDNISOLONA
741,ACETATO DE PREDNISOLONA
742,FLUORMETOLONA
743,CLORIDRATO DE NAFAZOLINA
743,SULFATO DE ZINCO
744,OFLOXACINO
745,CLORIDRATO DE LEVOBUNOLOL
746,FLURBIPROFENO SÓDICO
747,TOXINA BOTULÍNICA A
748,CETOROLACO TROMETAMINA
749,CLORIDRATO DE TETRACAÍNA
749,CLORIDRATO DE FENILEFRINA
750,HIPROMELOSE
751,CLORANFENICOL
751,LEVOMETIONINA
751,ACETATO DE RETINOL
752,CLORIDRATO DE CIPROFLOXACINO 
752,DEXAMETASONA
753,SULFATO DE ATROPINA
754,CROMOGLICATO DE SODIO
755,CLORETO DE BENZALCÔNIO
755,ÁCIDO BÓRICO
756,VITELINATO DE PRATA
757,CLORIDRATO DE PILOCARPINA
758,CLORIDRATO DE CICLOPENTOLATO
759,CARBÔMER 340
760,CARMELOSE SÓDICA
761,BIMATOPROSTA
762,GATIFLOXACINO
763,ÁLCOOL POLIVINÍLICO
764,MALEATO ÁCIDO DE TIMOLOL
764,TARTARATO DE BRIMONIDINA
765,CLORIDRATO DE EPINASTINA
766,MALEATO ÁCIDO DE TIMOLOL
766,BIMATOPROSTA
767,ÁLCOOL POLIVINÍLICO
767,CLORIDRATO DE FENILEFRINA
768,GATIFLOXACINO SESQUI-HIDRATADO
768,ACETATO DE PREDNISOLONA
769,ALCAFTADINA
770,CLORIDRATO DE VILAZODONA
771,ÁCIDO DESOXICÓLICO
772,MALEATO ÁCIDO DE TIMOLOL
772,TARTARATO DE BRIMONIDINA
772,BIMATOPROSTA
773,MALEATO DE TIMOLOL
773,TARTARATO DE BRIMONIDINA
774,FATOR XIII DE COAGULAÇÃO
775,IMUNOGLOBULINA G
776,FATOR VIII DE COAGULAÇÃO
777,FATOR DE VON WILLEBRAND
778,FATOR VIII DE COAGULAÇÃO
778,FATOR VON WILLEBRAND
779,ALBUMINA HUMANA
780,IMUNOGLOBULINA ANTITETÂNICA
781,FATOR XIII
781,APROTININA
781,TROMBINA
781,FIBRINOGÊNIO
782,ESTREPTOQUINASE
783,FATOR II DE COAGULAÇÃO
783,FATOR IX DE COAGULAÇÃO
783,PROTEÍNA C
783,PROTEÍNA S
783,FATOR X DE COAGULAÇÃO 
783,FATOR VII DE COAGULAÇÃO
784,FATOR X
784,PROTEÍNAS
784,FATOR II DE COAGULAÇÃO
784,FATOR IX DE COAGULAÇÃO
784,PROTEÍNA C
784,PROTEÍNA S
784,FATOR VII DE COAGULAÇÃO
785,FIBRINOGÊNIO
786,IMUNOGLOBULINA HUMANA
787,IMUNOGLOBULINA ANTI-RHO(D)
788,FATOR VIII DE COAGULAÇÃO
788,FATOR DE VON WILLEBRAND
789,ALFA1ANTITRIPSINA
790,INIBIDOR DE C1 ESTERASE DERIVADO DE PLASMA HUMANO
791,ALFA-ALBUTREPENONACOGUE
792,FATOR IX DE COAGULAÇÃO
793,ALFALONOCTOCOGUE
794,CEPA INFLUENZA TIPO A (H3N2)
794,CEPA INFLUENZA TIPO A (H1N1)
794,CEPA INFLUENZA TIPO B
795,DEXAMETASONA
795,SULFATO DE NEOMICINA
795,NISTATINA
796,ÓXIDO CÚPRICO
796,ACETATO DE RACEALFATOCOFEROL
796,BETACAROTENO
796,SELÊNIO
796,ÓXIDO DE ZINCO
796,ÁCIDO ASCÓRBICO
797,ACETATO DE RACEALFATOCOFEROL
797,BETACAROTENO
797,SELÊNIO
797,COBRE
797,ÁCIDO ASCÓRBICO
797,ZINCO
798,CRATAEGUS RHIPIDOPHYLLA GAND.
798,PASSIFLORA INCARNATA
798,SALIX ALBA L.
799,TINIDAZOL
799,TIOCONAZOL
800,NICOTINAMIDA
800,SULFATO DE MANGANÊS
800,FOSFATO DE CÁLCIO DIBÁSICO ANIDRO
800,PALMITATO DE RETINOL
800,PANAX GINSENG C. A. MEY.
800,LECITINA DE SOJA
800,PANTOTENATO DE CÁLCIO
800,RIBOFLAVINA
800,CLORIDRATO DE PIRIDOXINA
800,ÁCIDO ASCÓRBICO
800,CIANOCOBALAMINA
800,RUTOSÍDEO
800,FUMARATO FERROSO
800,SULFATO CÚPRICO PENTAIDRATADO
800,NITRATO DE TIAMINA
800,ACETATO DE RACEALFATOCOFEROL
800,GLICONATO DE POTÁSSIO
800,GLICONATO DE MAGNÉSIO
800,ÁCIDO FÓLICO
800,ÓXIDO DE ZINCO
800,COLECALCIFEROL
801,NICOTINAMIDA
801,SULFATO DE MANGANÊS
801,FOSFATO DE CÁLCIO DIBÁSICO ANIDRO
801,PALMITATO DE RETINOL
801,PANAX GINSENG C. A. MEY.
801,LECITINA DE SOJA
801,RIBOFLAVINA
801,CLORIDRATO DE PIRIDOXINA
801,OXIDO DE ZINCO
801,ÁCIDO ASCÓRBICO
801,CIANOCOBALAMINA
801,RUTOSÍDEO
801,FUMARATO FERROSO
801,SULFATO CÚPRICO PENTAIDRATADO
801,NITRATO DE TIAMINA
801,ACETATO DE RACEALFATOCOFEROL
801,GLICONATO DE POTÁSSIO
801,GLICONATO DE MAGNÉSIO
801,ÁCIDO FÓLICO
801,PANTOTENATO DE CALCIO
801,COLECALCIFEROL
802,VALERIANA OFFICINALIS L.
803,VITEX AGNUS-CASTUS L.
804,ACTAEA RACEMOSA L.
805,MELILOTUS OFFICINALIS LAM.
806,MELILOTUS OFFICINALIS (L.) PALL.
807,SERENOA REPENS (W. BARTRAM) SMALL
808,VIMPOCETINA
809,ÁCIDO ASCÓRBICO
810,CLORIDRATO DE PIRIDOXINA
810,ÁCIDO FÓLICO
810,CIANOCOBALAMINA
811,ORYZA SATIVA L.
812,GLICINATO DE MAGNÉSIO
812,CLORIDRATO DE PIRIDOXINA
813,PLANTAGO OVATA FORSSK.
814,ÁCIDO FÓLICO
815,PASSIFLORA INCARNATA
816,GLICINATO FÉRRICO
817,MECOBALAMINA
818,SULFATO CÚPRICO PENTAIDRATADO
818,SULFATO DE ZINCO HEPTAIDRATADO
818,CLORETO CRÔMICO HEXAIDRATADO
819,HEMITARTARATO DE VINORELBINA
820,BUSSULFANO
821,VINFLUNINA
822,CLORIDRATO DE PROPRANOLOL
823,ESTRIOL
824,DELTAFOLITROPINA
825,RIBAVIRINA (PORT. 344/98 LISTA C 1)
826,CLORIDRATO DE PALONOSETRONA
827,POSACONAZOL
828,PEMBROLIZUMABE
829,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 17F
